SpecCode,Species,autoctr,StockCode,Locality,C_Code,FoodsRefNo,FoodI,PreyStage,FoodII,FoodIII,Commoness,CommonessII,Foodgroup,Foodname,PreySpecCode,PreySpecCodeSLB,AlphaCode,PreyTroph,PreySeTroph,TrophRefNo,PredatorStage,Locality2,Entered,Dateentered,Modified,Datemodified,Expert,Datechecked,TS
60849,Parupeneus insularis,13764,50622,Arno.,584,275,zoobenthos,juv./adults,benth. crust.,crabs,12,common (6-20%),"Majidae
Majidae",unidentified,NA,NA,NA,NA,NA,NA,juv./adults,Locality: Arno.,34,1997-02-16T00:00:00Z,NA,1997-11-18T00:00:00Z,NA,NA,NA
60849,Parupeneus insularis,13765,50622,Arno.,584,275,zoobenthos,juv./adults,benth. crust.,crabs,17,common (6-20%),Xanthidae,unidentified,NA,NA,NA,NA,NA,NA,juv./adults,Locality: Arno.,34,1997-02-16T00:00:00Z,NA,1997-11-18T00:00:00Z,NA,NA,NA
60849,Parupeneus insularis,13767,50622,Arno.,584,275,zoobenthos,juv./adults,benth. crust.,n.a./other benth. crustaceans,4,rare (1-5%),Galatheidae,Galathea sp.,NA,NA,NA,NA,NA,NA,juv./adults,Locality: Arno.,34,1997-02-16T00:00:00Z,NA,1997-11-18T00:00:00Z,NA,NA,NA
60849,Parupeneus insularis,13766,50622,Arno.,584,275,zoobenthos,juv./adults,benth. crust.,n.a./other benth. crustaceans,8,common (6-20%),Tanaidacea,unidentified,NA,NA,NA,NA,NA,NA,juv./adults,Locality: Arno.,34,1997-02-16T00:00:00Z,309,2002-09-12T00:00:00Z,NA,NA,NA
60849,Parupeneus insularis,12808,50622,NA,NA,4887,zoobenthos,juv./adults,benth. crust.,n.a./other benth. crustaceans,NA,NA,unidentified,unidentified,NA,NA,NA,NA,NA,NA,adults,Locality: Not stated.,10,1992-11-24T00:00:00Z,21,1997-06-20T00:00:00Z,NA,NA,NA
60849,Parupeneus insularis,13768,50622,Arno.,584,275,zoobenthos,juv./adults,benth. crust.,ostracods,8,common (6-20%),unidentified,unidentified,NA,NA,NA,NA,NA,NA,juv./adults,Locality: Arno.,34,1997-02-16T00:00:00Z,NA,1997-11-18T00:00:00Z,NA,NA,NA
60849,Parupeneus insularis,13769,50622,Arno.,584,275,zoobenthos,juv./adults,benth. crust.,shrimps/prawns,17,common (6-20%),Alpheidae,Alpheus sp.,NA,NA,NA,NA,NA,NA,juv./adults,Locality: Arno.,34,1997-02-16T00:00:00Z,NA,1997-11-18T00:00:00Z,NA,NA,NA
60849,Parupeneus insularis,13770,50622,Arno.,584,275,zoobenthos,juv./adults,mollusks,gastropods,12,common (6-20%),Olividae,Oliva sp.,NA,NA,NA,NA,NA,NA,juv./adults,Locality: Arno.,34,1997-02-16T00:00:00Z,21,2007-04-26T00:00:00Z,NA,NA,NA
60849,Parupeneus insularis,22401,50622,NA,NA,9137,zoobenthos,juv./adults,other benth. invertebrates,n.a./other benth. invertebrates,NA,dominant ( > 50%),benthic animals,unspecified benthic animals,NA,NA,NA,NA,NA,NA,juv./adults,Indo-West Pacific Region.,574,2001-06-15T00:00:00Z,NA,2001-06-19T00:00:00Z,574,2001-06-19T00:00:00Z,NA
60849,Parupeneus insularis,13771,50622,Arno.,584,275,zoobenthos,juv./adults,other benth. invertebrates,n.a./other benth. Invertebrates,8,common (6-20%),Foraminifera,Calcarina sp.,NA,NA,NA,NA,NA,NA,juv./adults,Locality: Arno.,34,1997-02-16T00:00:00Z,NA,1997-11-19T00:00:00Z,NA,NA,NA
60849,Parupeneus insularis,13772,50622,Arno.,584,275,zoobenthos,juv./adults,worms,polychaetes,4,rare (1-5%),unidentified,unidentified,NA,NA,NA,NA,NA,NA,juv./adults,Locality: Arno.,34,1997-02-16T00:00:00Z,NA,1997-11-18T00:00:00Z,NA,NA,NA
60849,Parupeneus insularis,13773,50622,Arno.,584,275,zooplankton,juv./adults,plank. crust.,plank. copepods,8,common (6-20%),Calanoida,unidentified,NA,NA,NA,NA,NA,NA,juv./adults,Locality: Arno.,34,1997-02-16T00:00:00Z,NA,1997-11-18T00:00:00Z,NA,NA,NA
60849,Parupeneus insularis,13774,50622,Arno.,584,275,zooplankton,juv./adults,plank. crust.,plank. copepods,12,common (6-20%),Cyclopoida,unidentified,NA,NA,NA,NA,NA,NA,juv./adults,Locality: Arno.,34,1997-02-16T00:00:00Z,NA,1997-11-18T00:00:00Z,NA,NA,NA
5993,Parupeneus multifasciatus,12826,6302,NA,NA,4887,nekton,juv./adults,finfish,n.a./other finfish,NA,NA,unidentified,unidentified,NA,NA,NA,NA,NA,NA,adults,Locality: Not stated. Also Ref. 2763.,10,1992-11-24T00:00:00Z,34,2004-03-08T00:00:00Z,NA,NA,NA
5993,Parupeneus multifasciatus,38298,6302,"Amitori Bay, Iriomote Island.",392B,51139,zoobenthos,juv./adults,benth. crust.,amphipods,NA,NA,Gammaridea,gammaridean amphipods,NA,NA,NA,NA,NA,NA,recruits/juv.,"Locality: Amitori Bay, Iriomote Island. Fish length: 5.4-8.6 cm SL",309,2004-08-16T00:00:00Z,NA,2004-08-16T00:00:00Z,NA,NA,NA
5993,Parupeneus multifasciatus,38295,6302,"Amitori Bay, Iriomote Island.",392B,51139,zoobenthos,juv./adults,benth. crust.,crabs,NA,NA,hermit crab,hermit crab,NA,NA,NA,NA,NA,NA,recruits/juv.,"Locality: Amitori Bay, Iriomote Island. Fish length: 5.4-8.6 cm SL",309,2004-08-16T00:00:00Z,NA,2004-08-16T00:00:00Z,NA,NA,NA
5993,Parupeneus multifasciatus,12827,6302,NA,NA,1602,zoobenthos,juv./adults,benth. crust.,crabs,NA,NA,unidentified,unidentified,NA,NA,NA,NA,NA,NA,juv./adults,Locality: Not stated.,10,1992-11-24T00:00:00Z,34,1999-12-14T00:00:00Z,NA,NA,NA
5993,Parupeneus multifasciatus,38297,6302,"Amitori Bay, Iriomote Island.",392B,51139,zoobenthos,juv./adults,benth. crust.,isopods,NA,NA,Isopoda,isopods,NA,NA,NA,NA,NA,NA,recruits/juv.,"Locality: Amitori Bay, Iriomote Island. Fish length: 5.4-8.6 cm SL",309,2004-08-16T00:00:00Z,NA,2004-08-16T00:00:00Z,NA,NA,NA
5993,Parupeneus multifasciatus,38296,6302,"Amitori Bay, Iriomote Island.",392B,51139,zoobenthos,juv./adults,benth. crust.,n.a./other benth. crustaceans,NA,NA,Crustacea,crustacean fragments,NA,NA,NA,NA,NA,NA,recruits/juv.,"Locality: Amitori Bay, Iriomote Island. Fish length: 5.4-8.6 cm SL",309,2004-08-16T00:00:00Z,NA,2004-08-16T00:00:00Z,NA,NA,NA
5993,Parupeneus multifasciatus,12828,6302,NA,NA,1602,zoobenthos,juv./adults,benth. crust.,shrimps/prawns,NA,NA,unidentified,unidentified,NA,NA,NA,NA,NA,NA,juv./adults,NA,34,1999-12-14T00:00:00Z,NA,1999-12-14T00:00:00Z,NA,NA,NA
5994,Parupeneus pleurostigma,12829,6303,NA,NA,1602,zoobenthos,juv./adults,benth. crust.,crabs,NA,NA,unidentified,unidentified,NA,NA,NA,NA,NA,NA,juv./adults,NA,34,1999-12-14T00:00:00Z,NA,1999-12-14T00:00:00Z,NA,NA,NA
5994,Parupeneus pleurostigma,12830,6303,NA,NA,4887,zoobenthos,juv./adults,benth. crust.,n.a./other benth. crustaceans,NA,NA,unidentified,unidentified,NA,NA,NA,NA,NA,NA,juv./adults,Locality: Not stated.,10,1992-11-24T00:00:00Z,21,1997-06-20T00:00:00Z,NA,NA,NA
5994,Parupeneus pleurostigma,12831,6303,NA,NA,1602,zoobenthos,juv./adults,benth. crust.,shrimps/prawns,NA,NA,unidentified,unidentified,NA,NA,NA,NA,NA,NA,juv./adults,NA,34,1999-12-14T00:00:00Z,NA,1999-12-14T00:00:00Z,NA,NA,NA
5994,Parupeneus pleurostigma,12832,6303,NA,NA,1602,zoobenthos,juv./adults,benth. crust.,stomatopods,NA,NA,mantis shrimps,unidentified,NA,NA,NA,NA,NA,NA,juv./adults,NA,34,1999-12-14T00:00:00Z,NA,1999-12-14T00:00:00Z,NA,NA,NA
5994,Parupeneus pleurostigma,12833,6303,NA,NA,1602,zoobenthos,juv./adults,echinoderms,sea stars/brittle stars,NA,NA,unidentified,unidentified,NA,NA,NA,NA,NA,NA,juv./adults,NA,34,1999-12-14T00:00:00Z,NA,1999-12-14T00:00:00Z,NA,NA,NA
5994,Parupeneus pleurostigma,12834,6303,NA,NA,1602,zoobenthos,juv./adults,other benth. invertebrates,n.a./other benth. Invertebrates,NA,NA,Formanifera,unidentified,NA,NA,NA,NA,NA,NA,juv./adults,NA,34,1999-12-14T00:00:00Z,NA,1999-12-14T00:00:00Z,NA,NA,NA
5994,Parupeneus pleurostigma,12835,6303,NA,NA,4887,zoobenthos,juv./adults,worms,non-annelids,NA,NA,unidentified,unidentified,NA,NA,NA,NA,NA,NA,juv./adults,Locality: Not stated.,10,1992-11-24T00:00:00Z,21,1997-06-20T00:00:00Z,NA,NA,NA
5994,Parupeneus pleurostigma,12836,6303,NA,NA,1602,zoobenthos,juv./adults,worms,polychaetes,NA,NA,unidentified,unidentified,NA,NA,NA,NA,NA,NA,juv./adults,NA,34,1999-12-14T00:00:00Z,NA,1999-12-14T00:00:00Z,NA,NA,NA
5994,Parupeneus pleurostigma,12837,6303,NA,NA,1602,zooplankton,juv./adults,plank. crust.,n.a./other plank. crustaceans,NA,NA,unidentified,unidentified,NA,NA,NA,NA,NA,NA,juv./adults,NA,34,1999-12-14T00:00:00Z,NA,1999-12-14T00:00:00Z,NA,NA,NA
6077,Petroscirtes xestus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6072,Plagiotremus tapeinosoma,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5737,Platax orbicularis,12396,6030,NA,583,1602,nekton,juv./adults,finfish,bony fish,NA,NA,unidentified,unidentified,NA,NA,NA,NA,NA,NA,juv./adults,NA,34,2000-03-07T00:00:00Z,NA,2000-03-07T00:00:00Z,NA,NA,NA
5737,Platax orbicularis,12397,6030,NA,583,1602,plants,n.a./others,other plants,benthic algae/weeds,NA,NA,unidentified,unidentified,NA,NA,NA,NA,NA,NA,juv./adults,NA,34,2000-03-07T00:00:00Z,NA,2000-03-07T00:00:00Z,NA,NA,NA
5737,Platax orbicularis,12398,6030,NA,583,1602,zoobenthos,juv./adults,other benth. invertebrates,n.a./other benth. invertebrates,NA,NA,benthic invertebrates,unspecified benthic invertebrates,NA,NA,NA,NA,NA,NA,juv./adults,Also in Ref. 9137 (Indo-West Pacific Region).,34,2000-03-07T00:00:00Z,574,2001-06-28T00:00:00Z,574,2001-06-28T00:00:00Z,NA
973,Platybelone argalus argalus,4342,989,NA,NA,33,nekton,juv./adults,finfish,bony fish,NA,NA,Clupeidae,Jenkinsia sp.,NA,NA,NA,NA,NA,NA,juv./adults,Locality: Not stated.,34,1997-01-23T00:00:00Z,NA,1997-06-20T00:00:00Z,NA,NA,NA
1314,Platybelone argalus platyura,5050,1332,Eastern Canada.,124,9682,nekton,recruits/juv.,finfish,bony fish,NA,NA,finfishes,unspecified small finfishes,NA,NA,NA,NA,NA,NA,juv./adults,NA,574,2000-10-23T00:00:00Z,309,2004-10-18T00:00:00Z,NA,NA,NA
5709,Plectroglyphidodon dickii,12350,6002,Arno.,584,275,detritus,n.a./others,detritus,debris,22,very common (21-50%),unidentified,unidentified,NA,NA,NA,NA,NA,NA,juv./adults,Locality: Arno.,34,1997-02-18T00:00:00Z,NA,1997-11-18T00:00:00Z,NA,NA,NA
5709,Plectroglyphidodon dickii,12351,6002,Arno.,584,275,nekton,juv./adults,finfish,n.a./other finfish,22,very common (21-50%),unidentified,unidentified,NA,NA,NA,NA,NA,NA,juv./adults,Locality: Arno.,34,1997-02-18T00:00:00Z,NA,1997-11-18T00:00:00Z,NA,NA,NA
5709,Plectroglyphidodon dickii,38581,6002,NA,NA,1602,nekton,recruits/juv.,finfish,bony fish,NA,NA,unidentified,unidentified small fishes,NA,NA,NA,NA,NA,NA,juv./adults,NA,309,2004-10-14T00:00:00Z,NA,2004-10-14T00:00:00Z,NA,NA,NA
5709,Plectroglyphidodon dickii,12352,6002,Arno.,584,275,plants,n.a./others,other plants,benthic algae/weeds,55,dominant ( > 50%),unidentified,unidentified,NA,NA,NA,NA,NA,NA,juv./adults,Locality: Arno.,34,1997-02-18T00:00:00Z,NA,1997-11-18T00:00:00Z,NA,NA,NA
5709,Plectroglyphidodon dickii,38580,6002,NA,NA,1602,zoobenthos,juv./adults,other benth. invertebrates,n.a./other benth. invertebrates,NA,NA,unidentified,unidentified small benthic invertebrates,NA,NA,NA,NA,NA,NA,juv./adults,NA,309,2004-10-14T00:00:00Z,NA,2004-10-14T00:00:00Z,NA,NA,NA
10242,Plectroglyphidodon flaviventris,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5711,Plectroglyphidodon johnstonianus,23474,6004,NA,NA,9137,plants,n.a./others,other plants,benthic algae/weeds,65,dominant ( > 50%),algae,unspecified algae,NA,NA,NA,NA,NA,NA,juv./adults,Indo-Pacific Region. Commonness assumed from expanded Table 2 (p. 191) of Froese and Pauly (2000).,574,2001-07-10T00:00:00Z,NA,2001-07-10T00:00:00Z,NA,NA,NA
5711,Plectroglyphidodon johnstonianus,31983,6004,Oahu.,840B,42272,zoobenthos,juv./adults,cnidarians,hard corals,NA,NA,Pocilloporidae,Pocillopora meandrina,NA,NA,NA,NA,NA,NA,juv./adults,Locality: Oahu.,34,2002-12-12T00:00:00Z,NA,2002-12-12T00:00:00Z,NA,NA,NA
5711,Plectroglyphidodon johnstonianus,12355,6004,NA,840B,3921,zoobenthos,juv./adults,cnidarians,hard corals,NA,NA,unidentified,coral polyps,NA,NA,NA,NA,NA,NA,adults,Locality: Not stated. Also Ref. 9137.,34,1993-09-29T00:00:00Z,309,2004-10-16T00:00:00Z,NA,NA,NA
5712,Plectroglyphidodon lacrymatus,12356,6005,Enewetak.,584,33482,plants,n.a./others,other plants,benthic algae/weeds,NA,NA,unidentified,unidentified,NA,NA,NA,NA,NA,NA,juv./adults,Locality: Enewetak.,34,2000-03-01T00:00:00Z,NA,2000-03-01T00:00:00Z,NA,NA,NA
5712,Plectroglyphidodon lacrymatus,21416,6005,"Minatogawa, Okinawa Is.",392B,6110,plants,n.a./others,phytoplankton,diatoms,NA,NA,diatoms,unidentified,NA,NA,NA,NA,NA,NA,juv./adults,"Locality: Minatogawa, Okinawa Is.",711,2001-05-11T00:00:00Z,NA,2001-05-11T00:00:00Z,NA,NA,NA
5712,Plectroglyphidodon lacrymatus,12357,6005,Enewetak.,584,7247,zoobenthos,juv./adults,other benth. invertebrates,n.a./other benth. Invertebrates,NA,NA,unidentified,unidentified,NA,NA,NA,NA,NA,NA,juv./adults,Locality: Enewetak.,34,2000-03-01T00:00:00Z,NA,2000-03-01T00:00:00Z,NA,NA,NA
12727,Pogonoperca punctata,22175,13062,NA,NA,9137,nekton,juv./adults,finfish,bony fish,69,dominant ( > 50%),finfishes,unspecified finfishes,NA,NA,NA,NA,NA,NA,juv./adults,Indo-West Pacific Region. Commonness assumed from expanded Table 2 (p. 191) of Froese and Pauly (2000).,574,2001-06-07T00:00:00Z,NA,2001-06-11T00:00:00Z,574,2001-06-11T00:00:00Z,NA
12727,Pogonoperca punctata,22176,13062,NA,NA,9137,zoobenthos,juv./adults,benth. crust.,n.a./other benth. crustaceans,20,common (6-20%),crustaceans,unspecified crustaceans,NA,NA,NA,NA,NA,NA,juv./adults,Indo-West Pacific Region. Commonness assumed from expanded Table 2 (p. 191) of Froese and Pauly (2000).,574,2001-06-07T00:00:00Z,NA,2001-07-05T00:00:00Z,574,2001-06-11T00:00:00Z,NA
6416,Polydactylus sexfilis,44362,6737,NA,NA,57343,nekton,juv./adults,finfish,bony fish,NA,NA,fish,unidentified teleosts,NA,NA,NA,NA,NA,NA,juv./adults,NA,309,2006-08-31T00:00:00Z,NA,2006-08-31T00:00:00Z,NA,NA,NA
6416,Polydactylus sexfilis,13067,6737,Arno.,584,275,zoobenthos,juv./adults,benth. crust.,crabs,33,very common (21-50%),unidentified,unidentified,NA,NA,NA,NA,NA,NA,juv./adults,Locality: Arno.,10,1992-12-01T00:00:00Z,34,1997-11-18T00:00:00Z,NA,NA,NA
6416,Polydactylus sexfilis,44363,6737,NA,NA,57343,zoobenthos,juv./adults,benth. crust.,n.a./other benth. crustaceans,NA,NA,Crustacea,unidentified crustaceans,NA,NA,NA,NA,NA,NA,juv./adults,NA,309,2006-08-31T00:00:00Z,NA,2006-08-31T00:00:00Z,NA,NA,NA
6416,Polydactylus sexfilis,13068,6737,Arno.,584,275,zoobenthos,juv./adults,benth. crust.,shrimps/prawns,50,very common (21-50%),unidentified,unidentified,NA,NA,NA,NA,NA,NA,juv./adults,Locality: Arno.,34,1997-02-13T00:00:00Z,NA,1997-11-18T00:00:00Z,NA,NA,NA
6416,Polydactylus sexfilis,13069,6737,Arno.,584,275,zoobenthos,juv./adults,other benth. invertebrates,n.a./other benth. Invertebrates,16,common (6-20%),Foraminifera,Calcarina sp.,NA,NA,NA,NA,NA,NA,juv./adults,Locality: Arno.,34,1997-02-13T00:00:00Z,NA,1997-11-18T00:00:00Z,NA,NA,NA
6416,Polydactylus sexfilis,13070,6737,Arno.,584,275,zoobenthos,juv./adults,worms,polychaetes,16,common (6-20%),unidentified,unidentified,NA,NA,NA,NA,NA,NA,juv./adults,Locality: Arno.,34,1997-02-13T00:00:00Z,NA,1997-11-18T00:00:00Z,NA,NA,NA
6504,Pomacanthus imperator,23121,6825,NA,NA,9137,plants,n.a./others,other plants,benthic algae/weeds,19,common (6-20%),algae,unspecified algae,NA,NA,NA,NA,NA,NA,juv./adults,Also in Ref. 9137 (Indo-West Pacific Region). Commonness assumed from expanded Table 2 (p. 191) of Froese and Pauly (2000).,574,2001-07-06T00:00:00Z,NA,2001-07-06T00:00:00Z,NA,NA,NA
6504,Pomacanthus imperator,23120,6825,NA,NA,9137,zoobenthos,juv./adults,sponges/tunicates,ascidians,62,dominant ( > 50%),tunicates,unspecified tunicates,NA,NA,NA,NA,NA,NA,juv./adults,Also in Ref. 9137 (Indo-West Pacific Region). Zoobenthos commoness assumed from expanded Table 2 (p. 191) of Froese and Pauly (2000).,574,2001-07-06T00:00:00Z,NA,2001-07-06T00:00:00Z,NA,NA,NA
6504,Pomacanthus imperator,13202,6825,NA,462,6113,zoobenthos,juv./adults,sponges/tunicates,sponges,62,dominant ( > 50%),sponges,unspecified sponges,NA,NA,NA,NA,NA,NA,juv./adults,Also in Ref. 9137 (Indo-West Pacific Region). Zoobenthos commoness assumed from expanded Table 2 (p. 191) of Froese and Pauly (2000).,574,2000-11-17T00:00:00Z,NA,2001-07-06T00:00:00Z,NA,NA,NA
5726,Pomacentrus pavo,12378,6019,"Walt I., Eniwetok Atoll.",584,26990,plants,n.a./others,other plants,benthic algae/weeds,100,dominant ( > 50%),unidentified,unidentified,NA,NA,NA,NA,NA,NA,juv./adults,"Locality: Walt I., Eniwetok Atoll. Fish Size: 4.6-6.5 cm SL. No. of fish sampled: 6.",34,1999-06-29T00:00:00Z,NA,1999-06-29T00:00:00Z,NA,NA,NA
5726,Pomacentrus pavo,12379,6019,"Walt I., Eniwetok Atoll.",584,26990,zoobenthos,juv./adults,benth. crust.,benth. copepods,17,common (6-20%),Harpacticoida,unidentified,NA,NA,NA,NA,NA,NA,juv./adults,"Locality: Walt I., Eniwetok Atoll. Fish Size: 4.6-6.5 cm SL. No. of fish sampled: 6.",34,1999-06-29T00:00:00Z,NA,1999-06-29T00:00:00Z,NA,NA,NA
5726,Pomacentrus pavo,12380,6019,"Walt I., Eniwetok Atoll.",584,26990,zooplankton,eggs,fish (early stages),fish eggs/larvae,67,dominant ( > 50%),unidentified,unidentified,NA,NA,NA,NA,NA,NA,juv./adults,"Locality: Walt I., Eniwetok Atoll. Fish Size: 4.6-6.5 cm SL. No. of fish sampled: 6.",34,1999-06-29T00:00:00Z,NA,1999-06-29T00:00:00Z,NA,NA,NA
5726,Pomacentrus pavo,12381,6019,"Walt I., Eniwetok Atoll.",584,26990,zooplankton,juv./adults,plank. crust.,mysids,17,common (6-20%),unidentified,unidentified,NA,NA,NA,NA,NA,NA,juv./adults,"Locality: Walt I., Eniwetok Atoll. Fish Size: 4.6-6.5 cm SL. No. of fish sampled: 6.",34,1999-06-29T00:00:00Z,NA,1999-06-29T00:00:00Z,NA,NA,NA
5726,Pomacentrus pavo,12383,6019,"Walt I., Eniwetok Atoll.",584,26990,zooplankton,juv./adults,plank. crust.,plank. copepods,100,dominant ( > 50%),Calanoida,unidentified,NA,NA,NA,NA,NA,NA,juv./adults,"Locality: Walt I., Eniwetok Atoll. Fish Size: 4.6-6.5 cm SL. No. of fish sampled: 6.",34,1999-06-29T00:00:00Z,NA,1999-06-29T00:00:00Z,NA,NA,NA
5726,Pomacentrus pavo,12384,6019,"Walt I., Eniwetok Atoll.",584,26990,zooplankton,juv./adults,plank. crust.,plank. copepods,100,dominant ( > 50%),Cyclopoida,unidentified,NA,NA,NA,NA,NA,NA,juv./adults,"Locality: Walt I., Eniwetok Atoll. Fish Size: 4.6-6.5 cm SL. No. of fish sampled: 6.",34,1999-06-29T00:00:00Z,NA,1999-06-29T00:00:00Z,NA,NA,NA
5726,Pomacentrus pavo,12382,6019,"Walt I., Eniwetok Atoll.",584,26990,zooplankton,larvae,plank. crust.,n.a./other plank. crustaceans,17,common (6-20%),Caridea,unidentified,NA,NA,NA,NA,NA,NA,juv./adults,"Locality: Walt I., Eniwetok Atoll. Fish Size: 4.6-6.5 cm SL. No. of fish sampled: 6.",34,1999-06-29T00:00:00Z,NA,1999-06-29T00:00:00Z,NA,NA,NA
10282,Pomachromis fuscidorsalis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5756,Pristiapogon exostigma,12409,6049,Arno.,584,275,nekton,juv./adults,finfish,bony fish,25,very common (21-50%),Gobiidae,Eviota sp.,NA,NA,NA,NA,NA,NA,juv./adults,Locality: Arno.,34,1997-02-14T00:00:00Z,NA,1997-11-18T00:00:00Z,NA,NA,NA
5756,Pristiapogon exostigma,40044,6049,"One Tree Reef lagoon, southern Great Barrier Reef, Australia.",036,54366,nekton,juv./adults,finfish,bony fish,NA,NA,Teleostei,unidentified fish,NA,NA,NA,NA,NA,NA,juv./adults,"Locality: One Tree Reef lagoon, southern Great Barrier Reef, Australia",309,2005-06-01T00:00:00Z,NA,2005-06-01T00:00:00Z,NA,NA,NA
5756,Pristiapogon exostigma,40040,6049,"One Tree Reef lagoon, southern Great Barrier Reef, Australia.",036,54366,zoobenthos,adults,benth. crust.,crabs,NA,NA,Brachyuran,Brachyuran adults,NA,NA,NA,NA,NA,NA,juv./adults,"Locality: One Tree Reef lagoon, southern Great Barrier Reef, Australia",309,2005-06-01T00:00:00Z,NA,2005-06-01T00:00:00Z,NA,NA,NA
5756,Pristiapogon exostigma,12410,6049,Arno.,584,275,zoobenthos,juv./adults,benth. crust.,crabs,50,very common (21-50%),Xanthidae,unidentified,NA,NA,NA,NA,NA,NA,juv./adults,Locality: Arno.,34,1997-02-14T00:00:00Z,NA,1997-11-18T00:00:00Z,NA,NA,NA
5756,Pristiapogon exostigma,40045,6049,"One Tree Reef lagoon, southern Great Barrier Reef, Australia.",036,54366,zoobenthos,juv./adults,benth. crust.,shrimps/prawns,NA,NA,Decapoda,Caridea,NA,NA,NA,NA,NA,NA,juv./adults,"Locality: One Tree Reef lagoon, southern Great Barrier Reef, Australia",309,2005-06-01T00:00:00Z,309,2005-06-01T00:00:00Z,NA,NA,NA
5756,Pristiapogon exostigma,40041,6049,"One Tree Reef lagoon, southern Great Barrier Reef, Australia.",036,54366,zoobenthos,juv./adults,benth. crust.,shrimps/prawns,NA,NA,Penaeidae,unidentified penaeid,NA,NA,NA,NA,NA,NA,juv./adults,"Locality: One Tree Reef lagoon, southern Great Barrier Reef, Australia",309,2005-06-01T00:00:00Z,NA,2005-06-01T00:00:00Z,NA,NA,NA
5756,Pristiapogon exostigma,40042,6049,"One Tree Reef lagoon, southern Great Barrier Reef, Australia.",036,54366,zoobenthos,juv./adults,benth. crust.,shrimps/prawns,NA,NA,Sergestidae,unidentified sergestid,NA,NA,NA,NA,NA,NA,juv./adults,"Locality: One Tree Reef lagoon, southern Great Barrier Reef, Australia",309,2005-06-01T00:00:00Z,NA,2005-06-01T00:00:00Z,NA,NA,NA
5756,Pristiapogon exostigma,40046,6049,"One Tree Reef lagoon, southern Great Barrier Reef, Australia.",036,54366,zoobenthos,juv./adults,benth. crust.,stomatopods,NA,NA,Stomatopoda,unidentified stomatopod,NA,NA,NA,NA,NA,NA,juv./adults,"Locality: One Tree Reef lagoon, southern Great Barrier Reef, Australia",309,2005-06-01T00:00:00Z,NA,2005-06-01T00:00:00Z,NA,NA,NA
5756,Pristiapogon exostigma,40043,6049,"One Tree Reef lagoon, southern Great Barrier Reef, Australia.",036,54366,zoobenthos,juv./adults,worms,polychaetes,NA,NA,Polychaeta,unidentified polychaete,NA,NA,NA,NA,NA,NA,juv./adults,"Locality: One Tree Reef lagoon, southern Great Barrier Reef, Australia",309,2005-06-01T00:00:00Z,NA,2005-06-01T00:00:00Z,NA,NA,NA
5756,Pristiapogon exostigma,12411,6049,Arno.,584,275,zoobenthos,juv./adults,worms,polychaetes,25,very common (21-50%),unidentified,unidentified,NA,NA,NA,NA,NA,NA,juv./adults,Locality: Arno.,34,1997-02-14T00:00:00Z,NA,1997-11-18T00:00:00Z,NA,NA,NA
5757,Pristiapogon fraenatus,22298,6050,NA,NA,9137,zoobenthos,juv./adults,benth. crust.,n.a./other benth. crustaceans,NA,dominant ( > 50%),crustaceans,unspecified crustaceans,NA,NA,NA,NA,NA,NA,juv./adults,Indo-Pacific Region.,574,2001-06-11T00:00:00Z,NA,2001-07-01T00:00:00Z,574,2001-06-19T00:00:00Z,NA
5758,Pristiapogon kallopterus,12412,6051,"Arno, Bikini and Eniwetok.",584,275,nekton,juv./adults,finfish,n.a./other finfish,27,very common (21-50%),unidentified,unidentified,NA,NA,NA,NA,NA,NA,juv./adults,"Locality: Arno, Bikini and Eniwetok.",34,1997-02-14T00:00:00Z,NA,1997-11-18T00:00:00Z,NA,NA,NA
5758,Pristiapogon kallopterus,12413,6051,"Arno, Bikini and Eniwetok.",584,275,zoobenthos,juv./adults,benth. crust.,crabs,22,very common (21-50%),Xanthidae,unidentified,NA,NA,NA,NA,NA,NA,juv./adults,"Locality: Arno, Bikini and Eniwetok.",34,1997-02-14T00:00:00Z,NA,1997-11-18T00:00:00Z,NA,NA,NA
5758,Pristiapogon kallopterus,12414,6051,"Arno, Bikini and Eniwetok.",584,275,zoobenthos,juv./adults,benth. crust.,isopods,5,rare (1-5%),unidentified,unidentified,NA,NA,NA,NA,NA,NA,juv./adults,"Locality: Arno, Bikini and Eniwetok.",34,1997-02-14T00:00:00Z,NA,1997-11-18T00:00:00Z,NA,NA,NA
5758,Pristiapogon kallopterus,12415,6051,"Arno, Bikini and Eniwetok.",584,275,zoobenthos,juv./adults,benth. crust.,ostracods,11,common (6-20%),unidentified,unidentified,NA,NA,NA,NA,NA,NA,juv./adults,"Locality: Arno, Bikini and Eniwetok.",34,1997-02-14T00:00:00Z,NA,1997-11-18T00:00:00Z,NA,NA,NA
