SpecCode,Species,AutoCtr,StockCode,FamCode,PopLWRef,LengthMin,LengthMax,Type,LmaxCompare,EsQ,Number,Sex,a,aTL,b,CoeffDetermination,SEa,SEb,SDa,SDb,LCLa,UCLa,LCLb,UCLb,Method,Locality,DataRef,C_Code,Comment,Entered,DateEntered,Modified,DateModified,Expert,DateChecked,TS
6660,Epinephelus hexagonatus,8116,6980,289,30504,14.8,19,SL,NA,NA,4,unsexed,0.02314,0.01129,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,several L-W pairs with b=3,NA,NA,NA,Estimated from length-weight pairs in the BRAINS table.,1,1999-06-15T00:00:00Z,NA,1999-06-15T00:00:00Z,NA,NA,NA
6660,Epinephelus hexagonatus,8117,6980,289,48600,10,26.6,TL,NA,NA,49,unsexed,0.01766,0.01766,2.93,0.87049,NA,NA,NA,NA,NA,NA,NA,NA,type I linear regression,"Lakshadweep lagoons, 1993-97",48600,356,NA,3,2003-09-24T00:00:00Z,NA,2003-09-24T00:00:00Z,NA,NA,NA
4923,Epinephelus merra,6885,5156,289,26587,6,25,TL,NA,NA,213,unsexed,0.0236,0.0236,2.824,0.95258,NA,NA,NA,NA,NA,NA,NA,NA,type I linear regression,lagoon,26587,540,Update of estimate in Ref. 5525.,3,1993-06-13T00:00:00Z,3,1998-05-22T00:00:00Z,NA,NA,NA
4923,Epinephelus merra,6886,5156,289,26849,3.9,15.8,TL,NA,NA,229,unsexed,0.0096,0.0096,3.196,0.98208,NA,NA,NA,NA,NA,NA,NA,NA,type I linear regression,NA,26849,638,NA,3,1998-06-17T00:00:00Z,NA,1998-06-17T00:00:00Z,NA,NA,NA
4923,Epinephelus merra,6887,5156,289,48600,7.5,21,TL,NA,NA,310,unsexed,0.00493,0.00493,3.413,0.95844,NA,NA,NA,NA,NA,NA,NA,NA,type I linear regression,"Lakshadweep lagoons, 1993-97",48600,356,NA,3,2003-09-24T00:00:00Z,NA,2003-09-24T00:00:00Z,NA,NA,NA
4923,Epinephelus merra,6888,5156,289,55787,5.5,25,FL,NA,NA,291,mixed,0.01584,0.01584,2.96636,0.99002,NA,NA,NA,NA,NA,NA,NA,NA,type I linear regression,NA,55787,540,Error:  9.5%,1531,2005-12-06T00:00:00Z,NA,2005-12-06T00:00:00Z,NA,NA,NA
7264,Eviota infulata,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6032,Exallias brevis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5444,Fistularia commersonii,7267,5709,254,30504,78,104,TL,NA,NA,2,unsexed,5.6e-4,5.6e-4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,several L-W pairs with b=3,NA,NA,NA,Estimated from length-weight pairs in the BRAINS table.,1,1999-06-15T00:00:00Z,NA,1999-06-15T00:00:00Z,NA,NA,NA
5444,Fistularia commersonii,7268,5709,254,30504,66,89.5,SL,NA,NA,2,unsexed,9.1e-4,5.2e-4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,several L-W pairs with b=3,NA,NA,NA,Estimated from length-weight pairs in the BRAINS table.,1,1999-06-15T00:00:00Z,NA,1999-06-15T00:00:00Z,NA,NA,NA
5444,Fistularia commersonii,35328,5709,NA,94840,58,65,TL,NA,NA,12,Unsexed,0.0112,NA,2.54,0.981,NA,0.108,NA,NA,NA,NA,2.263,2.745,type I linear regression,Iskenderun Bay / 2007-2008,NA,792,NA,65,2014-02-19T16:30:11Z,NA,2014-02-19T16:30:11Z,NA,NA,NA
5584,Forcipiger flavissimus,7445,5874,343,30504,13.6,15.3,TL,NA,NA,3,unsexed,0.01249,0.01249,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,several L-W pairs with b=3,NA,NA,NA,Estimated from length-weight pairs in the BRAINS table.,1,1999-06-15T00:00:00Z,NA,1999-06-15T00:00:00Z,NA,NA,NA
5584,Forcipiger flavissimus,7446,5874,343,30504,10.5,13.5,SL,NA,NA,3,unsexed,0.02101,0.01127,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,several L-W pairs with b=3,NA,NA,NA,Estimated from length-weight pairs in the BRAINS table.,1,1999-06-15T00:00:00Z,NA,1999-06-15T00:00:00Z,NA,NA,NA
5585,Forcipiger longirostris,7447,5875,343,30504,17.2,17.2,TL,NA,NA,1,unsexed,0.01384,0.01384,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,single L-W pair with b=3,NA,NA,NA,Estimated from length-weight pairs in the BRAINS table.,1,1999-06-15T00:00:00Z,NA,1999-06-15T00:00:00Z,NA,NA,NA
5585,Forcipiger longirostris,7448,5875,343,30504,NA,NA,SL,NA,NA,1,unsexed,0.01891,0.01374,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,single L-W pair with b=3,NA,NA,NA,Estimated from length-weight pairs in the BRAINS table.,1,1999-06-15T00:00:00Z,NA,1999-06-15T00:00:00Z,NA,NA,NA
5585,Forcipiger longirostris,7449,5875,343,52323,NA,NA,TL,NA,NA,NA,mixed,0.0271,0.0271,3.061,NA,NA,NA,NA,NA,NA,NA,NA,NA,type I linear regression,Presumably Philippines.,NA,608,NA,1,2005-12-12T00:00:00Z,NA,2005-12-12T00:00:00Z,NA,NA,NA
7215,Fusigobius neophytus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4464,Gnathanodon speciosus,6109,4664,314,1498,NA,NA,NA,NA,NA,NA,unsexed,0.071,NA,2.68,NA,NA,NA,NA,NA,NA,NA,NA,NA,type I linear regression,Gulf of Aden,1498,887,NA,3,1991-09-11T00:00:00Z,NA,1993-05-02T00:00:00Z,NA,NA,NA
4464,Gnathanodon speciosus,6110,4664,314,3605,6.3,49.6,SL,NA,NA,69,unsexed,0.039,0.02199,2.84,0.93509,NA,NA,NA,NA,NA,NA,NA,NA,type I linear regression,"Honda Bay, Palawan, 1977-78",3605,608,NA,3,1992-05-22T00:00:00Z,NA,1993-05-02T00:00:00Z,NA,NA,NA
4464,Gnathanodon speciosus,6111,4664,314,26587,4,74.5,FL,NA,NA,20,unsexed,0.0194,0.01231,3.008,0.998,NA,NA,NA,NA,NA,NA,NA,NA,type I linear regression,lagoon,26587,540,Update of estimate in Ref. 5525.,3,1993-06-15T00:00:00Z,3,1998-05-19T00:00:00Z,NA,NA,NA
4464,Gnathanodon speciosus,6112,4664,314,51108,48,53,SL,NA,NA,6,unsexed,0.008,NA,3.3,0.61466,NA,NA,NA,NA,NA,NA,NA,NA,type I linear regression,"El Conchalito swamp, Baja California, 1996-98",51108,484,NA,393,2008-07-03T00:00:00Z,3,2010-06-19T00:00:00Z,NA,NA,NA
4464,Gnathanodon speciosus,11253,4664,NA,55549,NA,NA,FL,NA,NA,NA,Mixed,0.0228,NA,2.867,0.994,NA,NA,NA,NA,NA,NA,NA,NA,type I linear regression,Abu Dhabi,55549,784,a = 0.000031 in source ref; probably in mm.,3,2013-02-04T07:57:28Z,NA,2013-02-04T07:57:28Z,NA,NA,NA
4464,Gnathanodon speciosus,6113,4664,314,55787,4,74.5,FL,NA,NA,20,mixed,0.01992,0.01266,2.99496,0.998,NA,NA,NA,NA,NA,NA,NA,NA,type I linear regression,NA,55787,540,Error:  10.9%,1531,2005-12-06T00:00:00Z,NA,2005-12-06T00:00:00Z,NA,NA,NA
1832,Gnathodentex aureolineatus,4352,2028,328,3807,NA,NA,NA,NA,NA,NA,unsexed,0.009,NA,3.285,0.95063,NA,NA,NA,NA,NA,NA,NA,NA,type I linear regression,"Woleai Atoll, Yap State, 1991",3807,583,condition factor = 2.172,3,1992-06-14T00:00:00Z,NA,1994-01-27T00:00:00Z,NA,NA,NA
1832,Gnathodentex aureolineatus,4353,2028,328,26587,8.5,20.5,FL,NA,NA,49,unsexed,0.0217,0.01566,2.986,0.9722,NA,NA,NA,NA,NA,NA,NA,NA,type I linear regression,NA,26587,540,NA,3,1998-05-20T00:00:00Z,NA,1998-05-20T00:00:00Z,NA,NA,NA
1832,Gnathodentex aureolineatus,4354,2028,328,55787,8.5,20.5,FL,NA,NA,53,mixed,0.01804,0.01291,3.06254,0.96629,NA,NA,NA,NA,NA,NA,NA,NA,type I linear regression,NA,55787,540,Error:  6.2%,1531,2005-12-06T00:00:00Z,NA,2005-12-06T00:00:00Z,NA,NA,NA
23595,Gnatholepis anjerensis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5626,Gomphosus varius,7501,5920,362,30504,10.5,20.7,TL,NA,NA,2,unsexed,0.00988,0.00988,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,several L-W pairs with b=3,NA,NA,NA,Estimated from length-weight pairs in the BRAINS table.,1,1999-06-15T00:00:00Z,NA,1999-06-15T00:00:00Z,NA,NA,NA
5626,Gomphosus varius,7502,5920,362,30504,9,18.5,SL,NA,NA,2,unsexed,0.01474,0.00923,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,several L-W pairs with b=3,NA,NA,NA,Estimated from length-weight pairs in the BRAINS table.,1,1999-06-15T00:00:00Z,NA,1999-06-15T00:00:00Z,NA,NA,NA
5626,Gomphosus varius,7503,5920,362,52323,NA,NA,TL,NA,NA,NA,mixed,2e-4,2e-4,3.378,NA,NA,NA,NA,NA,NA,NA,NA,NA,type I linear regression,Presumably Philippines.,NA,608,NA,1,2005-12-12T00:00:00Z,NA,2005-12-12T00:00:00Z,NA,NA,NA
5626,Gomphosus varius,7504,5920,362,55787,5,21.2,FL,NA,NA,22,mixed,0.02437,0.01838,2.70269,0.99002,NA,NA,NA,NA,NA,NA,NA,NA,type I linear regression,NA,55787,540,Error:  8.6%,1531,2005-12-06T00:00:00Z,NA,2005-12-06T00:00:00Z,NA,NA,NA
4925,Grammistes sexlineatus,6889,5158,289,30504,15.4,15.4,TL,NA,NA,1,unsexed,0.02054,0.02054,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,single L-W pair with b=3,NA,NA,NA,Estimated from length-weight pairs in the BRAINS table.,1,1999-06-15T00:00:00Z,NA,1999-06-15T00:00:00Z,NA,NA,NA
4925,Grammistes sexlineatus,6890,5158,289,30504,NA,NA,SL,NA,Yes,1,unsexed,0.03048,0.01788,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,single L-W pair with b=3,NA,NA,NA,Estimated from length-weight pairs in the BRAINS table.,1,1999-06-15T00:00:00Z,NA,1999-06-15T00:00:00Z,NA,NA,NA
7880,Gymnomuraena zebra,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6493,Gymnothorax buroensis,8022,6815,56,30504,37.2,37.2,TL,NA,NA,1,unsexed,0.00206,0.00206,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,single L-W pair with b=3,NA,NA,NA,Estimated from length-weight pairs in the BRAINS table.,1,1999-06-15T00:00:00Z,NA,1999-06-15T00:00:00Z,NA,NA,NA
6662,Gymnothorax eurostus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6495,Gymnothorax fimbriatus,8023,6817,56,55787,11,44,FL,NA,NA,20,mixed,4.4e-4,NA,3.32357,0.98605,NA,NA,NA,NA,NA,NA,NA,NA,type I linear regression,NA,55787,540,Error:  10.6%,1531,2005-12-06T00:00:00Z,NA,2005-12-06T00:00:00Z,NA,NA,NA
5392,Gymnothorax flavimarginatus,7207,5651,56,30840,22.5,88.5,TL,NA,NA,3,unsexed,4e-4,4e-4,3.35,0.998,NA,NA,NA,NA,NA,NA,NA,NA,type I linear regression,NA,NA,NA,Estimated from length-weight pairs in the BRAINS table.,1,1999-06-15T00:00:00Z,3,1999-08-07T00:00:00Z,NA,NA,NA
6380,Gymnothorax javanicus,7917,6701,56,4917,NA,NA,NA,NA,NA,1,unsexed,0.0035,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,single L-W pair with b=3,NA,4917,612,estimated from L/W pair in Ref.4917;  length type: presumably TL,3,1992-12-02T00:00:00Z,NA,1999-05-04T00:00:00Z,NA,NA,NA
5394,Gymnothorax meleagris,7208,5653,56,30504,33,33,TL,NA,NA,1,unsexed,0.00209,0.00209,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,single L-W pair with b=3,NA,NA,NA,Estimated from length-weight pairs in the BRAINS table.,1,1999-06-15T00:00:00Z,NA,1999-06-15T00:00:00Z,NA,NA,NA
6395,Gymnothorax pictus,7924,6716,56,30504,62,62,TL,NA,NA,1,unsexed,0.00178,0.00178,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,single L-W pair with b=3,NA,NA,NA,Estimated from length-weight pairs in the BRAINS table.,1,1999-06-15T00:00:00Z,NA,1999-06-15T00:00:00Z,NA,NA,NA
4905,Gymnothorax undulatus,6865,5138,56,30504,12,78,TL,NA,NA,3,unsexed,0.00164,0.00164,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,several L-W pairs with b=3,NA,NA,NA,Estimated from length-weight pairs in the BRAINS table.,1,1999-06-15T00:00:00Z,NA,1999-06-15T00:00:00Z,NA,NA,NA
65073,Halichoeres claudia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12663,Halichoeres hortulanus,9121,13008,362,30504,21.4,22.7,TL,NA,NA,2,unsexed,0.01485,0.01485,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,several L-W pairs with b=3,NA,NA,NA,Estimated from length-weight pairs in the BRAINS table.,1,1999-06-15T00:00:00Z,NA,1999-06-15T00:00:00Z,NA,NA,NA
12663,Halichoeres hortulanus,9122,13008,362,30504,18.6,20,SL,NA,NA,2,unsexed,0.02216,0.0139,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,several L-W pairs with b=3,NA,NA,NA,Estimated from length-weight pairs in the BRAINS table.,1,1999-06-15T00:00:00Z,NA,1999-06-15T00:00:00Z,NA,NA,NA
12663,Halichoeres hortulanus,9123,13008,362,48600,8.5,24.3,TL,NA,NA,843,unsexed,0.0119,0.0119,3.064,0.9293,NA,NA,NA,NA,NA,NA,NA,NA,type I linear regression,"Lakshadweep lagoons, 1993-97",48600,356,NA,3,2003-09-05T00:00:00Z,NA,2003-09-05T00:00:00Z,NA,NA,NA
5630,Halichoeres margaritaceus,7507,5924,362,30504,8.5,8.5,TL,NA,NA,1,unsexed,0.01058,0.01058,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,single L-W pair with b=3,NA,NA,NA,Estimated from length-weight pairs in the BRAINS table.,1,1999-06-15T00:00:00Z,NA,1999-06-15T00:00:00Z,NA,NA,NA
5630,Halichoeres margaritaceus,7508,5924,362,30504,NA,NA,SL,NA,NA,1,unsexed,0.01816,0.01178,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,single L-W pair with b=3,NA,NA,NA,Estimated from length-weight pairs in the BRAINS table.,1,1999-06-15T00:00:00Z,NA,1999-06-15T00:00:00Z,NA,NA,NA
5631,Halichoeres marginatus,7509,5925,362,30504,6.5,13,TL,NA,NA,2,unsexed,0.013,0.013,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,several L-W pairs with b=3,NA,NA,NA,Estimated from length-weight pairs in the BRAINS table.,1,1999-06-15T00:00:00Z,NA,1999-06-15T00:00:00Z,NA,NA,NA
5631,Halichoeres marginatus,7510,5925,362,30504,5.5,11,SL,NA,NA,2,unsexed,0.02146,0.01366,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,several L-W pairs with b=3,NA,NA,NA,Estimated from length-weight pairs in the BRAINS table.,1,1999-06-15T00:00:00Z,NA,1999-06-15T00:00:00Z,NA,NA,NA
5631,Halichoeres marginatus,7511,5925,362,48600,7.5,17,TL,NA,NA,206,unsexed,0.00526,0.00526,3.414,0.9293,NA,NA,NA,NA,NA,NA,NA,NA,type I linear regression,"Lakshadweep lagoons, 1993-97",48600,356,NA,3,2003-09-05T00:00:00Z,NA,2003-09-05T00:00:00Z,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5634,Halichoeres trimaculatus,7513,5928,362,26587,3.5,16,TL,NA,NA,17,unsexed,0.0227,0.0227,2.804,0.99002,NA,NA,NA,NA,NA,NA,NA,NA,type I linear regression,lagoon,26587,540,Update of estimate in Ref. 5525.,3,1993-06-17T00:00:00Z,3,1998-05-22T00:00:00Z,NA,NA,NA
5634,Halichoeres trimaculatus,7514,5928,362,55787,3.5,16,FL,NA,NA,22,mixed,0.02749,0.02749,2.73584,0.98804,NA,NA,NA,NA,NA,NA,NA,NA,type I linear regression,NA,55787,540,Error:  10.8%,1531,2005-12-06T00:00:00Z,NA,2005-12-06T00:00:00Z,NA,NA,NA
5635,Hemigymnus fasciatus,7515,5929,362,30504,23.8,23.8,TL,NA,NA,1,unsexed,0.01713,0.01713,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,single L-W pair with b=3,NA,NA,NA,Estimated from length-weight pairs in the BRAINS table.,1,1999-06-15T00:00:00Z,NA,1999-06-15T00:00:00Z,NA,NA,NA
5635,Hemigymnus fasciatus,7516,5929,362,30504,NA,NA,SL,NA,NA,1,unsexed,0.02888,0.01828,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,single L-W pair with b=3,NA,NA,NA,Estimated from length-weight pairs in the BRAINS table.,1,1999-06-15T00:00:00Z,NA,1999-06-15T00:00:00Z,NA,NA,NA
5586,Hemitaurichthys polylepis,7450,5876,343,30504,10.9,10.9,TL,NA,NA,1,unsexed,0.02649,0.02649,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,single L-W pair with b=3,NA,NA,NA,Estimated from length-weight pairs in the BRAINS table.,1,1999-06-15T00:00:00Z,NA,1999-06-15T00:00:00Z,NA,NA,NA
5586,Hemitaurichthys polylepis,7451,5876,343,30504,NA,NA,SL,NA,Yes,1,unsexed,0.04405,0.02848,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,single L-W pair with b=3,NA,NA,NA,Estimated from length-weight pairs in the BRAINS table.,1,1999-06-15T00:00:00Z,NA,1999-06-15T00:00:00Z,NA,NA,NA
5588,Heniochus acuminatus,7452,5878,343,26587,3.5,17.5,TL,NA,NA,77,unsexed,0.0271,0.0271,3.061,0.97812,NA,NA,NA,NA,NA,NA,NA,NA,type I linear regression,lagoon,26587,540,Update of estimate in Ref. 5525.,3,1993-06-17T00:00:00Z,3,1998-05-22T00:00:00Z,NA,NA,NA
5588,Heniochus acuminatus,7453,5878,343,55787,3.5,17.5,FL,NA,NA,85,mixed,0.0247,0.0247,3.1058,0.9801,NA,NA,NA,NA,NA,NA,NA,NA,type I linear regression,NA,55787,540,Error:  11.6%,1531,2005-12-06T00:00:00Z,NA,2005-12-06T00:00:00Z,NA,NA,NA
5589,Heniochus chrysostomus,7454,5879,343,26587,5,14,TL,NA,NA,13,unsexed,0.0132,0.0132,3.369,0.9722,NA,NA,NA,NA,NA,NA,NA,NA,type I linear regression,lagoon,26587,540,Update of estimate in Ref. 5525.,3,1993-06-17T00:00:00Z,3,1998-05-22T00:00:00Z,NA,NA,NA
5589,Heniochus chrysostomus,7455,5879,343,55787,5,14,FL,NA,NA,24,mixed,0.01613,0.01613,3.26217,0.96236,NA,NA,NA,NA,NA,NA,NA,NA,type I linear regression,NA,55787,540,Error:  12.8%,1531,2005-12-06T00:00:00Z,NA,2005-12-06T00:00:00Z,NA,NA,NA
5590,Heniochus monoceros,7456,5880,343,26587,9,21,TL,NA,NA,16,unsexed,0.022,0.022,3.125,0.97417,NA,NA,NA,NA,NA,NA,NA,NA,type I linear regression,lagoon,26587,540,Update of estimate in Ref. 5525.,3,1993-06-17T00:00:00Z,3,1998-05-22T00:00:00Z,NA,NA,NA
5590,Heniochus monoceros,7457,5880,343,55787,9,21,FL,NA,NA,29,mixed,0.017,0.017,3.21058,0.98208,NA,NA,NA,NA,NA,NA,NA,NA,type I linear regression,NA,55787,540,Error:  9.1%,1531,2005-12-06T00:00:00Z,NA,2005-12-06T00:00:00Z,NA,NA,NA
5539,Hipposcarus longiceps,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5637,Hologymnosus annulatus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5638,Hologymnosus doliatus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7710,Hyporhamphus affinis,8346,8019,475,55787,13.5,27.5,FL,NA,yes,12,mixed,6.8e-4,NA,3.57549,0.97023,NA,NA,NA,NA,NA,NA,NA,NA,type I linear regression,NA,55787,540,Error:  13.3%,1531,2005-12-06T00:00:00Z,NA,2005-12-06T00:00:00Z,NA,NA,NA
5650,Labroides bicolor,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5459,Labroides dimidiatus,7284,5729,362,26587,4.5,10,TL,NA,NA,28,unsexed,0.00761,0.00761,3.105,0.94868,NA,NA,NA,NA,NA,NA,NA,NA,type I linear regression,lagoon,26587,540,Update of estimate in Ref. 5525.,3,1993-06-17T00:00:00Z,3,1998-05-23T00:00:00Z,NA,NA,NA
5459,Labroides dimidiatus,7285,5729,362,52323,NA,NA,TL,NA,NA,NA,mixed,0.0043,0.0043,3.179,NA,NA,NA,NA,NA,NA,NA,NA,NA,type I linear regression,Presumably Philippines.,NA,608,NA,1,2005-12-12T00:00:00Z,NA,2005-12-12T00:00:00Z,NA,NA,NA
5459,Labroides dimidiatus,7286,5729,362,55787,4.5,11.3,FL,NA,NA,36,mixed,0.00585,0.00585,3.23093,0.96236,NA,NA,NA,NA,NA,NA,NA,NA,type I linear regression,NA,55787,540,Error:  10.1%,1531,2005-12-06T00:00:00Z,NA,2005-12-06T00:00:00Z,NA,NA,NA
23530,Labroides rubrolabiatus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6399,Lactoria cornuta,7929,6720,446,26587,20.5,30,TL,NA,NA,15,unsexed,0.0275,0.0275,2.709,0.85563,NA,NA,NA,NA,NA,NA,NA,NA,type I linear regression,lagoon,26587,540,Update of estimate in Ref. 5525.,3,1993-06-24T00:00:00Z,3,1998-06-16T00:00:00Z,NA,NA,NA
6399,Lactoria cornuta,7930,6720,446,55787,20.5,30,FL,NA,NA,15,mixed,0.00646,0.00646,3.1676,0.85563,NA,NA,NA,NA,NA,NA,NA,NA,type I linear regression,NA,55787,540,Error:  7.6%,1531,2005-12-06T00:00:00Z,NA,2005-12-06T00:00:00Z,NA,NA,NA
5683,Lepidozygus tapeinosoma,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4360,Leptoscarus vaigiensis,5983,4555,364,26587,3.5,19.6,TL,NA,NA,21,unsexed,0.0173,0.0173,2.965,0.99202,NA,NA,NA,NA,NA,NA,NA,NA,type I linear regression,NA,26587,540,NA,3,1998-05-21T00:00:00Z,NA,1998-05-23T00:00:00Z,NA,NA,NA
4360,Leptoscarus vaigiensis,5984,4555,364,48600,7.5,22.2,TL,NA,NA,84,unsexed,0.0186,0.0186,2.944,0.97023,NA,NA,NA,NA,NA,NA,NA,NA,type I linear regression,"Lakshadweep lagoons, 1993-97",48600,356,NA,3,2003-09-05T00:00:00Z,NA,2003-09-05T00:00:00Z,NA,NA,NA
4360,Leptoscarus vaigiensis,5985,4555,364,55787,3.5,19.6,FL,NA,NA,21,mixed,0.01629,0.01629,2.99052,0.99202,NA,NA,NA,NA,NA,NA,NA,NA,type I linear regression,NA,55787,540,Error:  8.7%,1531,2005-12-06T00:00:00Z,NA,2005-12-06T00:00:00Z,NA,NA,NA
1864,Lethrinus olivaceus,4400,2060,328,1488,NA,NA,NA,NA,NA,NA,unsexed,0.023,NA,2.888,NA,NA,NA,NA,NA,NA,NA,NA,NA,type I linear regression,NA,1501,262,Referred to as <i>L. miniatus</i>.,3,1991-09-11T00:00:00Z,1,1999-07-06T00:00:00Z,NA,NA,NA
1864,Lethrinus olivaceus,10126,2060,328,5525,NA,NA,FL,NA,NA,NA,unsexed,0.0329,0.02673,2.728,NA,NA,NA,NA,NA,NA,NA,NA,NA,type I linear regression,NA,160,548,NA,3,1993-06-17T00:00:00Z,65,2011-07-15T00:00:00Z,3,1997-11-26T00:00:00Z,NA
1864,Lethrinus olivaceus,4401,2060,328,26587,22.5,72.5,FL,NA,NA,124,unsexed,0.0351,0.02834,2.808,0.98605,NA,NA,NA,NA,NA,NA,NA,NA,type I linear regression,lagoon,26587,540,Update of estimate in Ref. 5525.,3,1993-06-17T00:00:00Z,3,1998-05-20T00:00:00Z,NA,NA,NA
1864,Lethrinus olivaceus,4402,2060,328,55787,22.5,72.5,FL,NA,NA,135,mixed,0.02936,0.02363,2.85064,0.98406,NA,NA,NA,NA,NA,NA,NA,NA,type I linear regression,NA,55787,540,Error:  8.8%,1531,2005-12-06T00:00:00Z,NA,2005-12-06T00:00:00Z,NA,NA,NA
1852,Lethrinus xanthochilus,4389,2048,328,26587,22,62.5,FL,NA,NA,57,unsexed,0.024,0.01957,2.915,0.98406,NA,NA,NA,NA,NA,NA,NA,NA,type I linear regression,lagoon,26587,540,Update of estimate in Ref. 5525.,3,1993-06-17T00:00:00Z,3,1998-05-20T00:00:00Z,NA,NA,NA
1852,Lethrinus xanthochilus,4390,2048,328,55787,22,62.5,FL,NA,NA,59,mixed,0.02007,0.01631,2.9639,0.98406,NA,NA,NA,NA,NA,NA,NA,NA,type I linear regression,NA,55787,540,Error:  7.7%,1531,2005-12-06T00:00:00Z,NA,2005-12-06T00:00:00Z,NA,NA,NA
1417,Lutjanus bohar,3625,1468,323,3084,26,75,FL,NA,NA,31,unsexed,0.0121,0.01025,3.12,0.99002,NA,NA,NA,NA,NA,NA,NA,NA,type I linear regression,NA,3084,580,Significant allometric growth (P=0.05).,3,1992-03-28T00:00:00Z,1,1994-06-19T00:00:00Z,NA,NA,NA
